Date,HomeTeam,AwayTeam,FTHG,FTAG,HR,AR,BbAvH,BbAvA
10/04/16,Palermo,Lazio,0,3,0,0,3.49,2.13
10/04/16,Sampdoria,Udinese,2,0,0,0,2.04,3.84
10/04/16,Torino,Atalanta,2,1,0,1,1.88,4.43
11/04/16,Roma,Bologna,1,1,0,0,1.31,10.51
16/04/16,Bologna,Torino,0,1,0,0,2.83,2.69
16/04/16,Carpi,Genoa,4,1,0,1,2.71,2.76
16/04/16,Inter,Napoli,2,0,0,0,2.87,2.52
17/04/16,Atalanta,Roma,3,3,0,0,4.86,1.76
17/04/16,Fiorentina,Sassuolo,3,1,0,0,1.82,4.47
17/04/16,Juventus,Palermo,4,0,0,0,1.13,24.05
17/04/16,Lazio,Empoli,2,0,0,0,1.69,5.18
17/04/16,Sampdoria,Milan,0,1,0,0,3.02,2.37
17/04/16,Udinese,Chievo,0,0,1,1,1.92,4.25
17/04/16,Verona,Frosinone,1,2,0,0,1.78,4.44
19/04/16,Napoli,Bologna,6,0,0,0,1.24,13.01
20/04/16,Chievo,Frosinone,5,1,0,2,1.84,4.32
20/04/16,Empoli,Verona,1,0,0,1,1.86,4.28
20/04/16,Genoa,Inter,1,0,0,0,3.52,2.11
20/04/16,Juventus,Lazio,3,0,0,1,1.54,6.56
20/04/16,Palermo,Atalanta,2,2,1,0,2.68,2.69
20/04/16,Roma,Torino,3,2,0,0,1.46,7.17
20/04/16,Sassuolo,Sampdoria,0,0,0,1,1.96,3.93
20/04/16,Udinese,Fiorentina,2,1,0,0,3.39,2.18
21/04/16,Milan,Carpi,0,0,0,0,1.46,7.36
23/04/16,Inter,Udinese,3,1,0,0,1.44,7.58
24/04/16,Atalanta,Chievo,1,0,1,0,1.96,4.01
24/04/16,Bologna,Genoa,2,0,0,0,2.29,3.24
24/04/16,Fiorentina,Juventus,1,2,0,0,3.57,2.12
24/04/16,Frosinone,Palermo,0,2,0,0,2.35,2.99
24/04/16,Sampdoria,Lazio,2,1,0,0,2.76,2.6
24/04/16,Torino,Sassuolo,1,3,0,0,2.06,3.67
25/04/16,Carpi,Empoli,1,0,1,1,1.82,4.55
25/04/16,Roma,Napoli,1,0,0,0,2.52,2.76
25/04/16,Verona,Milan,2,1,0,0,4.98,1.7
30/04/16,Chievo,Fiorentina,0,0,0,0,3.75,2.03
30/04/16,Udinese,Torino,1,5,0,0,1.98,3.89
01/05/16,Empoli,Bologna,0,0,0,0,2.31,3.14
01/05/16,Juventus,Carpi,2,0,0,0,1.26,12.16
01/05/16,Lazio,Inter,2,0,0,1,2.46,2.87
01/05/16,Milan,Frosinone,3,3,0,0,1.24,11.7
01/05/16,Palermo,Sampdoria,2,0,0,0,1.95,3.83
01/05/16,Sassuolo,Verona,1,0,0,0,1.53,6.09
02/05/16,Genoa,Roma,2,3,0,0,5.09,1.65
02/05/16,Napoli,Atalanta,2,1,0,0,1.15,16.58
07/05/16,Bologna,Milan,0,1,1,0,3.51,2.11
07/05/16,Inter,Empoli,2,1,0,0,1.34,8.65
08/05/16,Atalanta,Udinese,1,1,0,0,3.68,2.06
08/05/16,Carpi,Lazio,1,3,0,2,2.48,2.9
08/05/16,Fiorentina,Palermo,0,0,0,0,1.94,3.84
08/05/16,Frosinone,Sassuolo,0,1,0,0,3.91,1.89
08/05/16,Roma,Chievo,3,0,0,0,1.22,12.69
08/05/16,Sampdoria,Genoa,0,3,0,0,2.37,3.13
08/05/16,Torino,Napoli,1,2,1,0,7.22,1.41
08/05/16,Verona,Juventus,2,1,0,1,6.06,1.54
14/05/16,Juventus,Sampdoria,5,0,0,1,1.27,10.3
14/05/16,Milan,Roma,1,3,0,0,3.03,2.23
14/05/16,Napoli,Frosinone,4,0,0,1,1.08,25.68
14/05/16,Sassuolo,Inter,3,1,0,1,1.86,3.92
15/05/16,Chievo,Bologna,0,0,0,0,2.12,3.4
15/05/16,Empoli,Torino,2,1,0,0,2.53,2.69
15/05/16,Genoa,Atalanta,1,2,0,0,1.89,3.96
15/05/16,Lazio,Fiorentina,2,4,0,0,2.16,3.23
15/05/16,Palermo,Verona,3,2,1,1,1.21,12.89
15/05/16,Udinese,Carpi,1,2,1,0,2.27,3.11
20/08/16,Juventus,Fiorentina,2,1,0,0,1.48,7.49
20/08/16,Roma,Udinese,4,0,0,0,1.45,7.24
21/08/16,Atalanta,Lazio,3,4,0,0,3.09,2.43
21/08/16,Bologna,Crotone,1,0,0,0,1.87,4.64
21/08/16,Chievo,Inter,2,0,0,0,3.77,2.08
21/08/16,Empoli,Sampdoria,0,1,1,0,2.32,3.27
21/08/16,Genoa,Cagliari,3,1,0,0,2.04,3.79
21/08/16,Milan,Torino,3,2,1,0,1.87,4.42
21/08/16,Palermo,Sassuolo,0,1,1,0,2.97,2.51
21/08/16,Pescara,Napoli,2,2,0,0,7.62,1.44
27/08/16,Lazio,Juventus,0,1,0,0,4.83,1.8
27/08/16,Napoli,Milan,4,2,0,2,1.67,5.1
28/08/16,Cagliari,Roma,2,2,0,0,4.39,1.8
28/08/16,Crotone,Genoa,1,3,0,0,4.16,1.95
28/08/16,Fiorentina,Chievo,1,0,0,0,1.63,5.86
28/08/16,Inter,Palermo,1,1,0,0,1.36,9.01
28/08/16,Sampdoria,Atalanta,2,1,0,1,2.18,3.52
28/08/16,Sassuolo,Pescara,0,3,0,0,1.63,5.73
28/08/16,Torino,Bologna,5,1,0,0,1.83,4.66
28/08/16,Udinese,Empoli,2,0,0,1,2.08,3.79
10/09/16,Juventus,Sassuolo,3,1,0,0,1.31,11.35
10/09/16,Palermo,Napoli,0,3,0,0,8.63,1.36
11/09/16,Atalanta,Torino,2,1,0,0,2.6,2.81
11/09/16,Bologna,Cagliari,2,1,0,1,2.13,3.64
11/09/16,Chievo,Lazio,1,1,0,0,3.05,2.47
11/09/16,Milan,Udinese,0,1,0,0,1.68,5.09
11/09/16,Pescara,Inter,1,2,0,0,4.7,1.77
11/09/16,Roma,Sampdoria,3,2,0,0,1.35,8.74
12/09/16,Empoli,Crotone,2,1,0,1,1.59,5.97
16/09/16,Sampdoria,Milan,0,1,0,0,3.03,2.4
17/09/16,Lazio,Pescara,3,0,0,0,1.51,6.53
17/09/16,Napoli,Bologna,3,1,0,1,1.24,12.73
18/09/16,Cagliari,Atalanta,3,0,0,0,2.54,2.87
18/09/16,Crotone,Palermo,1,1,0,0,2.96,2.52
18/09/16,Fiorentina,Roma,1,0,0,0,2.84,2.49
18/09/16,Inter,Juventus,2,1,1,0,4.16,1.94
18/09/16,Sassuolo,Genoa,2,0,0,1,2.21,3.39
18/09/16,Torino,Empoli,0,0,0,0,1.81,4.69
18/09/16,Udinese,Chievo,1,2,0,0,2.08,3.86
20/09/16,Milan,Lazio,2,0,0,0,2.21,3.39
21/09/16,Atalanta,Palermo,0,1,0,0,1.63,5.74
21/09/16,Bologna,Sampdoria,2,0,1,1,2.37,3.2
21/09/16,Chievo,Sassuolo,2,1,0,0,2.45,3.1
21/09/16,Empoli,Inter,0,2,0,0,4.14,1.94
21/09/16,Genoa,Napoli,0,0,0,0,4.66,1.76
21/09/16,Juventus,Cagliari,4,0,0,0,1.18,16.76
21/09/16,Pescara,Torino,0,0,0,2,3.15,2.34
21/09/16,Roma,Crotone,4,0,0,0,1.13,20.7
21/09/16,Udinese,Fiorentina,2,2,0,0,3.21,2.33
24/09/16,Napoli,Chievo,2,0,0,0,1.33,9.75
24/09/16,Palermo,Juventus,0,1,0,0,10.54,1.31
25/09/16,Fiorentina,Milan,0,0,0,0,2.27,3.3
25/09/16,Genoa,Pescara,1,1,2,0,1.66,5.31
25/09/16,Inter,Bologna,1,1,0,0,1.44,7.55
25/09/16,Lazio,Empoli,2,0,0,0,1.48,7.24
25/09/16,Sassuolo,Udinese,1,0,0,0,2.03,3.94
25/09/16,Torino,Roma,3,1,0,0,3.57,2.05
26/09/16,Cagliari,Sampdoria,2,1,0,0,2.23,3.33
26/09/16,Crotone,Atalanta,1,3,0,1,4.37,1.89
01/10/16,Pescara,Chievo,0,2,0,0,2.65,2.86
01/10/16,Udinese,Lazio,0,3,0,0,3.04,2.41
02/10/16,Atalanta,Napoli,1,0,0,0,5.8,1.6
02/10/16,Bologna,Genoa,0,1,2,1,2.3,3.39
02/10/16,Cagliari,Crotone,2,1,0,0,1.47,7.17
02/10/16,Empoli,Juventus,0,3,0,0,10.23,1.32
02/10/16,Milan,Sassuolo,4,3,0,0,1.63,5.59
02/10/16,Roma,Inter,2,1,0,0,1.96,3.92
02/10/16,Sampdoria,Palermo,1,1,0,1,1.71,5.27
02/10/16,Torino,Fiorentina,2,1,0,0,2.41,3.09
15/10/16,Juventus,Udinese,2,1,0,0,1.21,14.61
15/10/16,Napoli,Roma,1,3,0,0,1.99,3.72
15/10/16,Pescara,Sampdoria,1,1,1,0,2.4,3.06
16/10/16,Chievo,Milan,1,3,0,0,2.83,2.74
16/10/16,Fiorentina,Atalanta,0,0,0,0,1.73,4.96
16/10/16,Genoa,Empoli,0,0,1,0,1.77,4.83
16/10/16,Inter,Cagliari,1,2,0,0,1.41,7.81
16/10/16,Lazio,Bologna,1,1,0,0,1.51,6.87
16/10/16,Sassuolo,Crotone,2,1,0,0,1.44,7.65
17/10/16,Palermo,Torino,1,4,0,0,3.95,1.98
22/10/16,Milan,Juventus,1,0,0,0,4.55,1.82
22/10/16,Sampdoria,Genoa,2,1,0,0,2.96,2.51
23/10/16,Atalanta,Inter,2,1,0,0,3.3,2.24
23/10/16,Bologna,Sassuolo,1,1,0,0,2.55,2.99
23/10/16,Cagliari,Fiorentina,3,5,0,0,3.07,2.38
23/10/16,Crotone,Napoli,1,2,0,1,13.06,1.24
23/10/16,Empoli,Chievo,0,0,0,1,2.59,3.03
23/10/16,Roma,Palermo,4,1,0,0,1.19,15.28
23/10/16,Torino,Lazio,2,2,0,0,2.23,3.29
23/10/16,Udinese,Pescara,3,1,0,0,1.87,4.31
25/10/16,Genoa,Milan,3,0,0,1,2.77,2.64
26/10/16,Chievo,Bologna,1,1,0,0,2.1,3.85
26/10/16,Fiorentina,Crotone,1,1,0,0,1.25,12.2
26/10/16,Inter,Torino,2,1,0,0,1.96,3.96
26/10/16,Juventus,Sampdoria,4,1,0,0,1.2,15.26
26/10/16,Lazio,Cagliari,4,1,0,0,1.51,6.45
26/10/16,Napoli,Empoli,2,0,0,0,1.27,11.64
26/10/16,Pescara,Atalanta,0,1,0,0,2.9,2.53
26/10/16,Sassuolo,Roma,1,3,0,0,4.04,1.9
27/10/16,Palermo,Udinese,1,3,1,0,2.86,2.55
29/10/16,Bologna,Fiorentina,0,1,1,0,3.24,2.35
29/10/16,Juventus,Napoli,2,1,0,0,1.84,4.58
30/10/16,Atalanta,Genoa,3,0,0,0,2.31,3.29
30/10/16,Crotone,Chievo,2,0,0,0,3.5,2.22
30/10/16,Empoli,Roma,0,0,0,0,5.82,1.58
30/10/16,Lazio,Sassuolo,2,1,0,0,1.64,5.23
30/10/16,Milan,Pescara,1,0,0,0,1.43,7.62
30/10/16,Sampdoria,Inter,1,0,0,0,3.52,2.11
31/10/16,Cagliari,Palermo,2,1,0,0,1.75,4.62
31/10/16,Udinese,Torino,2,2,0,0,2.88,2.53
05/11/16,Napoli,Lazio,1,1,0,0,1.71,4.89
05/11/16,Torino,Cagliari,5,1,0,1,1.57,5.74
06/11/16,Chievo,Juventus,1,2,0,0,8.16,1.45
06/11/16,Fiorentina,Sampdoria,1,1,0,0,1.57,6.03
06/11/16,Genoa,Udinese,1,1,0,0,1.87,4.41
06/11/16,Inter,Crotone,3,0,0,0,1.25,12.27
06/11/16,Palermo,Milan,1,2,0,0,5.42,1.66
06/11/16,Pescara,Empoli,0,4,0,0,2.35,3.19
06/11/16,Roma,Bologna,3,0,0,0,1.26,10.94
06/11/16,Sassuolo,Atalanta,0,3,0,0,2.47,3
19/11/16,Chievo,Cagliari,1,0,0,0,1.94,4.1
19/11/16,Juventus,Pescara,3,0,0,0,1.15,17.71
19/11/16,Udinese,Napoli,1,2,0,0,4.67,1.77
20/11/16,Atalanta,Roma,2,1,0,0,3.68,2
20/11/16,Bologna,Palermo,3,1,0,0,1.77,4.93
20/11/16,Crotone,Torino,0,2,0,0,4.75,1.75
20/11/16,Empoli,Fiorentina,0,4,0,0,3.75,2.08
20/11/16,Lazio,Genoa,3,1,0,1,1.69,5.11
20/11/16,Milan,Inter,2,2,0,0,2.76,2.69
20/11/16,Sampdoria,Sassuolo,3,2,0,0,2.12,3.56
26/11/16,Empoli,Milan,1,4,0,0,3.84,2.05
26/11/16,Torino,Chievo,2,1,0,1,1.74,5.09
27/11/16,Bologna,Atalanta,0,2,0,0,3,2.46
27/11/16,Cagliari,Udinese,2,1,0,0,2.39,3.02
27/11/16,Crotone,Sampdoria,1,1,0,0,3.27,2.26
27/11/16,Genoa,Juventus,3,1,0,0,6.17,1.6
27/11/16,Palermo,Lazio,0,1,1,0,5.37,1.65
27/11/16,Roma,Pescara,3,2,0,0,1.2,13.1
28/11/16,Inter,Fiorentina,4,2,0,1,2.01,3.84
28/11/16,Napoli,Sassuolo,1,1,0,0,1.29,10.1
02/12/16,Napoli,Inter,3,0,0,0,1.8,4.33
03/12/16,Juventus,Atalanta,3,1,0,0,1.39,8.98
04/12/16,Fiorentina,Palermo,2,1,0,0,1.3,10.51
04/12/16,Lazio,Roma,0,2,1,0,2.92,2.44
04/12/16,Milan,Crotone,2,1,0,0,1.31,10.04
04/12/16,Pescara,Cagliari,1,1,0,1,2.42,2.94
04/12/16,Sampdoria,Torino,2,0,0,0,2.71,2.66
04/12/16,Sassuolo,Empoli,3,0,0,0,1.84,4.62
05/12/16,Chievo,Genoa,0,0,0,0,2.52,3.04
05/12/16,Udinese,Bologna,1,0,0,1,2.01,4
10/12/16,Crotone,Pescara,2,1,1,1,2.56,2.83
10/12/16,Sampdoria,Lazio,1,2,0,0,3,2.4
11/12/16,Atalanta,Udinese,1,3,0,0,1.73,5.11
11/12/16,Bologna,Empoli,0,0,0,0,2.09,3.79
11/12/16,Cagliari,Napoli,0,5,0,0,5.97,1.54
11/12/16,Inter,Genoa,2,0,0,0,1.67,5.23
11/12/16,Palermo,Chievo,0,2,0,0,2.9,2.62
11/12/16,Torino,Juventus,1,3,0,0,4.45,1.86
12/12/16,Fiorentina,Sassuolo,2,1,0,0,1.61,5.66
12/12/16,Roma,Milan,1,0,0,0,1.64,5.17
15/12/16,Genoa,Fiorentina,1,0,0,0,2.58,2.86
17/12/16,Empoli,Cagliari,2,0,0,0,2.09,3.72
17/12/16,Juventus,Roma,1,0,0,0,1.74,4.98
17/12/16,Milan,Atalanta,0,0,0,0,2.02,3.88
18/12/16,Chievo,Sampdoria,2,1,0,0,2.3,3.33
18/12/16,Genoa,Palermo,3,4,1,0,1.56,6.56
18/12/16,Lazio,Fiorentina,3,1,0,0,2,3.82
18/12/16,Napoli,Torino,5,3,0,0,1.48,6.79
18/12/16,Pescara,Bologna,0,3,1,0,2.43,3.11
18/12/16,Sassuolo,Inter,0,1,0,1,3.6,2.05
18/12/16,Udinese,Crotone,2,0,0,1,1.61,5.99
20/12/16,Atalanta,Empoli,2,1,0,0,1.54,6.99
21/12/16,Inter,Lazio,3,0,0,0,2.11,3.45
22/12/16,Cagliari,Sassuolo,4,3,0,1,2.46,2.88
22/12/16,Fiorentina,Napoli,3,3,0,0,3.46,2.09
22/12/16,Palermo,Pescara,1,1,0,0,2.17,3.5
22/12/16,Roma,Chievo,3,1,0,0,1.32,9.51
22/12/16,Sampdoria,Udinese,0,0,0,0,2.17,3.45
22/12/16,Torino,Genoa,1,0,0,0,1.81,4.4
07/01/17,Empoli,Palermo,1,0,0,0,2.04,3.99
07/01/17,Napoli,Sampdoria,2,1,0,1,1.28,10.66
08/01/17,Chievo,Atalanta,1,4,0,0,2.78,2.74
08/01/17,Genoa,Roma,0,1,0,0,4.02,1.91
08/01/17,Juventus,Bologna,3,0,0,0,1.19,16.24
08/01/17,Lazio,Crotone,1,0,0,0,1.27,11.54
08/01/17,Milan,Cagliari,1,0,0,1,1.42,7.54
08/01/17,Sassuolo,Torino,0,0,0,0,2.79,2.55
08/01/17,Udinese,Inter,1,2,0,0,3.86,1.98
14/01/17,Crotone,Bologna,0,1,0,0,2.95,2.6
14/01/17,Inter,Chievo,3,1,0,0,1.44,7.91
15/01/17,Cagliari,Genoa,4,1,1,0,2.78,2.61
15/01/17,Fiorentina,Juventus,2,1,0,0,4.82,1.82
15/01/17,Lazio,Atalanta,2,1,0,0,1.97,3.98
15/01/17,Napoli,Pescara,3,1,0,0,1.16,16.55
15/01/17,Sampdoria,Empoli,0,0,0,0,1.75,5.1
15/01/17,Sassuolo,Palermo,4,1,0,0,1.73,5.11
15/01/17,Udinese,Roma,0,1,0,0,4.21,1.89
16/01/17,Torino,Milan,2,2,0,1,2.36,3.1
21/01/17,Chievo,Fiorentina,0,3,0,0,3.41,2.24
21/01/17,Milan,Napoli,1,2,0,0,3.65,2.07
22/01/17,Atalanta,Sampdoria,1,0,0,0,1.66,5.55
22/01/17,Bologna,Torino,2,0,0,0,2.99,2.48
22/01/17,Empoli,Udinese,1,0,0,0,2.63,2.92
22/01/17,Genoa,Crotone,2,2,0,0,1.55,6.5
22/01/17,Juventus,Lazio,2,0,0,0,1.5,6.92
22/01/17,Palermo,Inter,0,1,1,1,6.21,1.55
22/01/17,Pescara,Sassuolo,1,3,0,0,2.9,2.46
22/01/17,Roma,Cagliari,1,0,0,1,1.25,10.86
28/01/17,Inter,Pescara,3,0,0,0,1.22,13.28
28/01/17,Lazio,Chievo,0,1,0,0,1.51,7.08
29/01/17,Cagliari,Bologna,1,1,0,2,2.46,3.02
29/01/17,Crotone,Empoli,4,1,0,0,2.41,3.2
29/01/17,Fiorentina,Genoa,3,3,1,0,1.63,5.55
29/01/17,Napoli,Palermo,1,1,0,1,1.12,20.1
29/01/17,Sampdoria,Roma,3,2,0,0,4.64,1.75
29/01/17,Sassuolo,Juventus,0,2,0,0,7.02,1.49
29/01/17,Torino,Atalanta,1,1,0,0,2.35,3.13
29/01/17,Udinese,Milan,2,1,0,0,3.12,2.36
01/02/17,Pescara,Fiorentina,1,2,0,0,4.49,1.81
04/02/17,Bologna,Napoli,1,7,1,1,7.05,1.48
05/02/17,Atalanta,Cagliari,2,0,0,0,1.44,7.86
05/02/17,Chievo,Udinese,0,0,1,0,2.37,3.27
05/02/17,Empoli,Torino,1,1,0,0,3.58,2.18
05/02/17,Genoa,Sassuolo,0,1,0,0,2.07,3.67
05/02/17,Juventus,Inter,1,0,0,1,1.61,5.94
05/02/17,Milan,Sampdoria,0,1,1,0,1.7,5.25
05/02/17,Palermo,Crotone,1,0,0,1,2.32,3.3
05/02/17,Pescara,Lazio,2,6,0,0,6.03,1.59
07/02/17,Roma,Fiorentina,4,0,0,0,1.63,5.46
08/02/17,Bologna,Milan,0,1,0,2,3.49,2.23
08/02/17,Crotone,Juventus,0,2,0,0,15.8,1.22
10/02/17,Napoli,Genoa,2,0,0,0,1.29,10.28
11/02/17,Fiorentina,Udinese,3,0,0,0,1.68,5.29
12/02/17,Cagliari,Juventus,0,2,1,0,9.82,1.34
12/02/17,Crotone,Roma,0,2,0,0,8.15,1.39
12/02/17,Inter,Empoli,2,0,0,0,1.36,9.56
12/02/17,Palermo,Atalanta,1,3,0,0,4.82,1.78
12/02/17,Sampdoria,Bologna,3,1,0,0,1.89,4.27
12/02/17,Sassuolo,Chievo,1,3,1,0,1.91,4.3
12/02/17,Torino,Pescara,5,3,0,0,1.39,8.23
13/02/17,Lazio,Milan,1,1,0,0,1.71,5.05
17/02/17,Juventus,Palermo,4,1,0,0,1.14,20.43
18/02/17,Atalanta,Crotone,1,0,0,0,1.27,12.28
18/02/17,Empoli,Lazio,1,2,0,0,5.32,1.69
19/02/17,Bologna,Inter,0,1,0,0,4.78,1.79
19/02/17,Chievo,Napoli,1,3,0,0,7.13,1.48
19/02/17,Milan,Fiorentina,2,1,0,0,2.21,3.27
19/02/17,Pescara,Genoa,5,0,0,0,3.32,2.16
19/02/17,Roma,Torino,4,1,0,0,1.44,7.1
19/02/17,Sampdoria,Cagliari,1,1,0,0,1.69,5.02
19/02/17,Udinese,Sassuolo,1,2,0,0,2.17,3.52
25/02/17,Juventus,Empoli,2,0,0,0,1.14,22.03
25/02/17,Napoli,Atalanta,0,2,0,1,1.57,5.88
26/02/17,Chievo,Pescara,2,0,0,0,1.83,4.27
26/02/17,Crotone,Cagliari,1,2,0,0,2.52,2.95
26/02/17,Genoa,Bologna,1,1,0,1,2.01,3.98
26/02/17,Inter,Roma,1,3,0,0,2.53,2.79
26/02/17,Lazio,Udinese,1,0,0,0,1.44,7.57
26/02/17,Palermo,Sampdoria,1,1,0,0,3.12,2.36
26/02/17,Sassuolo,Milan,0,1,0,0,2.82,2.53
27/02/17,Fiorentina,Torino,2,2,0,0,1.87,4.08
04/03/17,Milan,Chievo,3,1,0,0,1.61,5.81
04/03/17,Roma,Napoli,1,2,0,0,2.06,3.51
04/03/17,Sampdoria,Pescara,3,1,0,0,1.65,4.9
05/03/17,Atalanta,Fiorentina,0,0,0,0,1.92,4.03
05/03/17,Bologna,Lazio,0,2,0,0,4.61,1.81
05/03/17,Cagliari,Inter,1,5,0,0,5.87,1.58
05/03/17,Crotone,Sassuolo,0,0,0,0,3.36,2.22
05/03/17,Empoli,Genoa,0,2,0,0,2.66,2.87
05/03/17,Torino,Palermo,3,1,0,1,1.51,6.49
05/03/17,Udinese,Juventus,1,1,0,0,7.39,1.49
10/03/17,Juventus,Milan,2,1,0,1,1.43,8.13
11/03/17,Genoa,Sampdoria,0,1,0,0,2.62,2.78
12/03/17,Chievo,Empoli,4,0,0,0,2.04,3.98
12/03/17,Fiorentina,Cagliari,1,0,0,0,1.43,7.4
12/03/17,Inter,Atalanta,7,1,0,0,1.84,4.36
12/03/17,Napoli,Crotone,3,0,0,0,1.14,21.25
12/03/17,Palermo,Roma,0,3,0,0,8.08,1.4
12/03/17,Pescara,Udinese,1,3,0,0,2.93,2.38
12/03/17,Sassuolo,Bologna,0,1,0,0,1.94,4.15
13/03/17,Lazio,Torino,3,1,0,0,1.57,5.69
18/03/17,Milan,Genoa,1,0,0,0,1.68,5.24
18/03/17,Torino,Inter,2,2,0,0,3.67,1.98
19/03/17,Atalanta,Pescara,3,0,0,0,1.25,10.69
19/03/17,Bologna,Chievo,4,1,0,0,2.31,3.42
19/03/17,Cagliari,Lazio,0,0,0,0,5.88,1.56
19/03/17,Crotone,Fiorentina,0,1,0,0,5.27,1.68
19/03/17,Empoli,Napoli,2,3,0,0,10.94,1.3
19/03/17,Roma,Sassuolo,3,1,0,0,1.27,10.46
19/03/17,Sampdoria,Juventus,0,1,0,0,6.71,1.53
19/03/17,Udinese,Palermo,4,1,0,1,1.62,5.75
01/04/17,Roma,Empoli,2,0,0,0,1.18,16.2
01/04/17,Sassuolo,Lazio,1,2,0,0,4.32,1.81
02/04/17,Chievo,Crotone,1,2,0,0,1.83,4.64
02/04/17,Fiorentina,Bologna,1,0,0,0,1.5,6.78
02/04/17,Genoa,Atalanta,0,5,1,0,3.73,2.07
02/04/17,Napoli,Juventus,1,1,0,0,2.47,2.98
02/04/17,Palermo,Cagliari,1,3,0,0,2.3,3.17
02/04/17,Pescara,Milan,1,1,0,0,5.77,1.53
02/04/17,Torino,Udinese,2,2,0,0,1.86,4.2
03/04/17,Inter,Sampdoria,1,2,0,0,1.34,8.45
08/04/17,Atalanta,Sassuolo,1,1,0,0,1.48,6.74
08/04/17,Empoli,Pescara,1,1,0,0,1.9,4
08/04/17,Juventus,Chievo,2,0,0,0,1.24,13.33
09/04/17,Bologna,Roma,0,3,0,0,7.34,1.43
09/04/17,Cagliari,Torino,2,3,0,1,3.04,2.27
09/04/17,Crotone,Inter,2,1,0,0,9.52,1.33
09/04/17,Lazio,Napoli,0,3,0,0,2.74,2.51
09/04/17,Milan,Palermo,4,0,0,1,1.28,10.71
09/04/17,Sampdoria,Fiorentina,2,2,0,0,2.92,2.41
09/04/17,Udinese,Genoa,3,0,0,0,1.81,4.48
15/04/17,Cagliari,Chievo,4,0,0,0,2.22,3.29
15/04/17,Fiorentina,Empoli,1,2,1,0,1.31,9.97
15/04/17,Genoa,Lazio,2,2,0,0,5.12,1.67
15/04/17,Inter,Milan,2,2,0,0,2.08,3.46
15/04/17,Napoli,Udinese,3,0,0,0,1.24,11.96
15/04/17,Palermo,Bologna,0,0,0,1,2.63,2.78
15/04/17,Pescara,Juventus,0,2,0,0,9.94,1.29
15/04/17,Roma,Atalanta,1,1,0,0,1.5,6.19
15/04/17,Sassuolo,Sampdoria,2,1,0,0,2.2,3.18
15/04/17,Torino,Crotone,1,1,0,0,1.55,5.81
22/04/17,Atalanta,Bologna,3,2,0,0,1.36,8.82
22/04/17,Fiorentina,Inter,5,4,0,0,2.68,2.59
23/04/17,Chievo,Torino,1,3,0,0,3.03,2.29
23/04/17,Juventus,Genoa,4,0,0,0,1.19,16.3
23/04/17,Lazio,Palermo,6,2,0,0,1.16,16.84
23/04/17,Milan,Empoli,1,2,0,0,1.35,8.73
23/04/17,Sampdoria,Crotone,1,2,0,0,1.89,4.06
23/04/17,Sassuolo,Napoli,2,2,0,0,7.96,1.39
23/04/17,Udinese,Cagliari,2,1,0,0,1.83,4.21
24/04/17,Pescara,Roma,1,4,0,0,11.17,1.24
28/04/17,Atalanta,Juventus,2,2,0,0,3.74,2.09
29/04/17,Torino,Sampdoria,1,1,0,0,1.66,4.84
30/04/17,Bologna,Udinese,4,0,0,0,2.39,3.05
30/04/17,Cagliari,Pescara,1,0,0,0,1.6,5.13
30/04/17,Crotone,Milan,1,1,0,1,3.89,1.95
30/04/17,Empoli,Sassuolo,1,3,0,0,2.1,3.53
30/04/17,Genoa,Chievo,1,2,0,1,1.69,5.12
30/04/17,Inter,Napoli,0,1,0,0,3.05,2.24
30/04/17,Palermo,Fiorentina,2,0,0,1,7.43,1.41
30/04/17,Roma,Lazio,1,3,1,0,1.85,4.03
06/05/17,Juventus,Torino,1,1,0,1,1.5,6.13
06/05/17,Napoli,Cagliari,3,1,0,0,1.11,22.15
07/05/17,Chievo,Palermo,1,1,0,0,1.7,4.93
07/05/17,Empoli,Bologna,3,1,0,0,1.71,5.02
07/05/17,Genoa,Inter,1,0,0,1,4.47,1.75
07/05/17,Lazio,Sampdoria,7,3,0,1,1.23,11.51
07/05/17,Milan,Roma,1,4,1,0,3.19,2.16
07/05/17,Pescara,Crotone,0,1,1,0,5.06,1.61
07/05/17,Sassuolo,Fiorentina,2,2,0,1,3.13,2.19
07/05/17,Udinese,Atalanta,1,1,0,0,4.49,1.79
13/05/17,Atalanta,Milan,1,1,0,0,2.04,3.66
13/05/17,Fiorentina,Lazio,3,2,0,0,1.99,3.48
14/05/17,Bologna,Pescara,3,1,0,0,1.49,6.32
14/05/17,Cagliari,Empoli,3,2,0,0,2.94,2.33
14/05/17,Crotone,Udinese,1,0,0,0,1.79,4.49
14/05/17,Inter,Sassuolo,1,2,0,0,1.46,6.41
14/05/17,Palermo,Genoa,1,0,0,0,4.81,1.7
14/05/17,Roma,Juventus,3,1,0,0,2.48,2.82
14/05/17,Sampdoria,Chievo,1,1,0,0,1.79,4.46
14/05/17,Torino,Napoli,0,5,0,0,5.6,1.52
20/05/17,Chievo,Roma,3,5,0,0,12.19,1.23
20/05/17,Napoli,Fiorentina,4,1,0,0,1.27,10.04
21/05/17,Empoli,Atalanta,0,1,0,0,2.32,3.04
21/05/17,Genoa,Torino,2,1,0,0,2.01,3.87
21/05/17,Juventus,Crotone,3,0,0,0,1.18,16.64
21/05/17,Lazio,Inter,1,3,2,0,2.01,3.47
21/05/17,Milan,Bologna,3,0,0,0,1.37,8.17
