Date,HomeTeam,AwayTeam,FTHG,FTAG,HR,AR,BbMxH,BbMxA,BbAHh,BbMxAHH,BbMxAHA
06/11/05,Everton,Middlesbrough,1,0,0,0,2.55,3.1,-0.25,2.14,1.84
06/11/05,Man United,Chelsea,1,0,0,0,3.5,2.35,0.25,1.93,2.06
07/11/05,Bolton,Tottenham,1,0,0,0,2.55,2.95,0,1.85,2.12
19/11/05,Charlton,Man United,1,3,0,0,4.6,2,0.5,1.96,2.01
19/11/05,Chelsea,Newcastle,3,0,0,0,1.39,11,-1.25,2.03,1.94
19/11/05,Liverpool,Portsmouth,3,0,0,0,1.45,9.5,-1.25,2.06,1.96
19/11/05,Man City,Blackburn,0,0,0,0,2.1,4.15,-0.5,2.17,1.85
19/11/05,Sunderland,Aston Villa,1,3,0,0,2.8,2.8,0,2,1.95
19/11/05,West Brom,Everton,4,0,0,0,2.75,2.87,0,1.94,2.06
19/11/05,Wigan,Arsenal,2,3,0,0,5.2,1.9,0.5,2.13,1.85
20/11/05,Middlesbrough,Fulham,3,2,0,0,1.9,4.8,-0.5,1.88,2.07
20/11/05,Tottenham,West Ham,1,1,0,0,1.77,6,-0.75,2,1.98
26/11/05,Arsenal,Blackburn,3,0,0,0,1.38,12,-1.25,1.99,2
26/11/05,Aston Villa,Charlton,1,0,0,0,2.35,3.5,-0.25,1.98,2
26/11/05,Man City,Liverpool,0,1,0,0,2.97,2.55,0.25,1.79,2.21
26/11/05,Portsmouth,Chelsea,0,2,0,0,12,1.38,1.25,2.18,1.81
26/11/05,Sunderland,Birmingham,0,1,0,0,2.7,2.9,0,1.98,2
26/11/05,Wigan,Tottenham,1,2,0,0,2.8,2.85,0,1.98,1.99
27/11/05,Everton,Newcastle,1,0,0,0,2.65,2.9,0,1.92,2.04
27/11/05,Fulham,Bolton,2,1,0,0,2.6,2.93,0,1.84,2.13
27/11/05,Middlesbrough,West Brom,2,2,0,0,1.77,5.5,-0.75,2,1.95
27/11/05,West Ham,Man United,1,2,0,0,5.2,1.8,0.5,2.2,1.81
30/11/05,Sunderland,Liverpool,0,2,0,1,8.2,1.57,1,2,1.99
03/12/05,Blackburn,Everton,0,2,1,0,2.1,4.1,-0.5,2.02,1.95
03/12/05,Bolton,Arsenal,2,0,0,0,5,1.92,0.5,2.1,1.89
03/12/05,Chelsea,Middlesbrough,1,0,0,0,1.29,15,-1.5,1.95,2.04
03/12/05,Liverpool,Wigan,3,0,0,0,1.57,8.2,-1,2,2.01
03/12/05,Man United,Portsmouth,3,0,0,0,1.27,17.6,-1.5,1.89,2.1
03/12/05,Newcastle,Aston Villa,1,1,0,0,1.95,5,-0.5,2.04,2.05
03/12/05,Tottenham,Sunderland,3,2,0,0,1.38,12.38,-1.5,2.1,1.9
03/12/05,West Brom,Fulham,0,0,0,1,2.5,3.1,0,1.9,2.1
04/12/05,Charlton,Man City,2,5,0,0,2.5,3.1,-0.25,2.2,1.8
05/12/05,Birmingham,West Ham,1,2,0,0,2.4,3.45,-0.25,2.02,1.97
10/12/05,Birmingham,Fulham,1,0,0,0,2.35,3.25,-0.25,2.05,1.93
10/12/05,Blackburn,West Ham,3,2,0,0,2.15,4.1,-0.5,2.11,1.87
10/12/05,Bolton,Aston Villa,1,1,0,0,1.9,5,-0.5,1.88,2.08
10/12/05,Charlton,Sunderland,2,0,0,0,1.7,6.35,-0.75,1.94,2.02
10/12/05,Chelsea,Wigan,1,0,0,0,1.22,18.5,-1.5,1.77,2.22
10/12/05,Liverpool,Middlesbrough,2,0,0,1,1.6,7.5,-1,2.13,1.93
10/12/05,Newcastle,Arsenal,1,0,0,1,4.5,2,0.5,2.05,1.95
10/12/05,West Brom,Man City,2,0,0,1,3.28,2.5,0.25,1.96,2
11/12/05,Man United,Everton,1,1,0,0,1.35,12,-1.5,2.13,1.87
12/12/05,Tottenham,Portsmouth,3,1,0,0,1.47,9.4,-1.25,2.17,1.85
14/12/05,Everton,West Ham,1,2,0,0,2.14,3.9,-0.5,2.18,1.83
14/12/05,Man United,Wigan,4,0,0,0,1.39,11,-1.5,2.23,1.8
17/12/05,Aston Villa,Man United,0,2,0,0,7.1,1.75,0.75,2.16,1.85
17/12/05,Everton,Bolton,0,4,0,0,2.55,3.1,0,1.81,2.17
17/12/05,Fulham,Blackburn,2,1,0,0,2.3,3.42,-0.25,1.98,1.95
17/12/05,Man City,Birmingham,4,1,0,1,1.92,5,-0.5,1.95,2
17/12/05,Portsmouth,West Brom,1,0,0,0,2.25,3.8,-0.25,1.85,2.12
17/12/05,West Ham,Newcastle,2,4,0,0,2.62,3.06,0,1.87,2.11
17/12/05,Wigan,Charlton,3,0,0,0,2.35,3.3,-0.25,2.06,1.98
18/12/05,Arsenal,Chelsea,0,2,0,0,3.2,2.66,0,2.13,1.87
18/12/05,Middlesbrough,Tottenham,3,3,0,0,2.85,2.9,0,2.03,2
26/12/05,Aston Villa,Everton,4,0,0,0,2.25,3.6,-0.25,1.93,2.03
26/12/05,Charlton,Arsenal,0,1,1,0,5.75,1.75,0.75,2.2,1.88
26/12/05,Chelsea,Fulham,3,2,0,0,1.21,19.72,-1.75,1.95,2.08
26/12/05,Liverpool,Newcastle,2,0,0,1,1.67,6.3,-0.75,1.87,2.09
26/12/05,Man United,West Brom,3,0,0,0,1.24,19,-1.75,1.88,2.08
26/12/05,Middlesbrough,Blackburn,0,2,0,0,2.15,4.06,-0.5,2.08,1.85
26/12/05,Portsmouth,West Ham,1,1,1,0,2.45,3.05,-0.25,2.16,1.8
26/12/05,Sunderland,Bolton,0,0,0,0,4.75,1.93,0.5,2.03,1.9
26/12/05,Tottenham,Birmingham,2,0,0,1,1.5,9,-1,1.82,2.15
26/12/05,Wigan,Man City,4,3,0,0,2.5,2.99,0,1.83,2.13
28/12/05,Arsenal,Portsmouth,4,0,0,0,1.27,16.68,-1.75,1.96,1.98
28/12/05,Birmingham,Man United,2,2,0,0,9.19,1.5,1.25,2.01,1.95
28/12/05,Everton,Liverpool,1,3,2,0,5.5,2,0.5,2.17,1.8
28/12/05,Fulham,Aston Villa,3,3,0,0,2.2,3.6,-0.25,1.92,2.01
28/12/05,Man City,Chelsea,0,1,0,0,7.3,1.6,1,1.9,2.06
28/12/05,West Brom,Tottenham,2,0,0,0,3.82,2.18,0.5,1.86,2.1
28/12/05,West Ham,Wigan,0,2,0,0,2.35,3.4,-0.25,2.03,1.93
31/12/05,Aston Villa,Arsenal,0,0,0,0,6.12,1.71,0.75,2.13,1.84
31/12/05,Charlton,West Ham,2,0,0,0,2.3,3.51,-0.25,1.91,2.07
31/12/05,Chelsea,Birmingham,2,0,0,0,1.2,26.33,-1.75,1.83,2.13
31/12/05,Liverpool,West Brom,1,0,0,0,1.25,18.33,-1.75,1.99,1.97
31/12/05,Man United,Bolton,4,1,0,0,1.45,9,-1.25,2.09,1.85
31/12/05,Middlesbrough,Man City,0,0,0,0,2.3,3.45,-0.25,1.98,2
31/12/05,Portsmouth,Fulham,1,0,0,0,2.42,3.2,-0.25,2.1,1.85
31/12/05,Sunderland,Everton,0,1,0,0,2.75,2.9,0,1.9,2.08
31/12/05,Tottenham,Newcastle,2,0,0,0,2.05,4.35,-0.5,2.1,1.86
31/12/05,Wigan,Blackburn,0,3,0,0,2.35,3.51,-0.25,2,1.93
02/01/06,Birmingham,Wigan,2,0,0,0,2.55,3.1,-0.25,2.15,1.8
02/01/06,Blackburn,Portsmouth,2,1,0,0,1.71,6.03,-0.75,1.9,2.03
02/01/06,Bolton,Liverpool,2,2,0,0,4.17,2.1,0.5,1.9,2.08
02/01/06,Everton,Charlton,3,1,0,0,2.4,3.21,-0.25,2.1,1.9
02/01/06,Fulham,Sunderland,2,1,0,1,1.62,6.98,-1,2.16,1.85
02/01/06,Newcastle,Middlesbrough,2,2,0,0,2.21,3.9,-0.25,1.96,2
02/01/06,West Brom,Aston Villa,1,2,0,0,2.61,3.02,0,1.83,2.1
02/01/06,West Ham,Chelsea,1,3,0,0,10.88,1.42,1.25,2.01,1.98
03/01/06,Arsenal,Man United,0,0,0,0,2.7,2.85,0,1.93,2.02
04/01/06,Man City,Tottenham,0,2,0,0,2.5,3.12,0,1.81,2.16
14/01/06,Arsenal,Middlesbrough,7,0,0,1,1.39,10.5,-1.25,1.83,2.15
14/01/06,Aston Villa,West Ham,1,2,0,0,2.02,4.21,-0.5,2.02,1.95
14/01/06,Blackburn,Bolton,0,0,0,1,2.25,3.85,-0.25,1.85,2.14
14/01/06,Charlton,Birmingham,2,0,0,0,2.26,4,-0.25,2,1.98
14/01/06,Fulham,Newcastle,1,0,0,0,2.35,3.33,-0.25,2,1.98
14/01/06,Liverpool,Tottenham,1,0,0,1,1.7,6.46,-0.75,1.85,2.08
14/01/06,Man City,Man United,3,1,0,1,5.5,1.86,0.5,2.13,1.84
14/01/06,Portsmouth,Everton,0,1,0,0,2.35,3.25,-0.25,2.04,1.91
15/01/06,Sunderland,Chelsea,1,2,0,1,19,1.24,1.5,2.17,1.79
15/01/06,Wigan,West Brom,0,1,0,1,2.08,4.6,-0.5,2.01,1.91
21/01/06,Birmingham,Portsmouth,5,0,0,0,2.15,3.8,-0.5,2.1,1.82
21/01/06,Bolton,Man City,2,0,0,0,2.45,3.35,-0.25,2.13,1.82
21/01/06,Everton,Arsenal,1,0,0,1,6,1.75,0.75,2.03,1.96
21/01/06,Middlesbrough,Wigan,2,3,0,0,2.2,3.8,-0.25,1.8,2.16
21/01/06,Newcastle,Blackburn,0,1,0,0,2.4,3.41,-0.25,2.07,1.88
21/01/06,Tottenham,Aston Villa,0,0,0,1,1.7,6,-0.75,1.88,2.07
21/01/06,West Brom,Sunderland,0,1,0,0,1.91,5.2,-0.5,1.95,2.03
22/01/06,Chelsea,Charlton,1,1,1,0,1.2,20,-1.75,1.99,1.96
22/01/06,Man United,Liverpool,1,0,0,0,2.4,3.35,-0.25,2.09,1.89
23/01/06,West Ham,Fulham,2,1,0,0,2.25,3.5,-0.25,1.9,2.04
31/01/06,Charlton,West Brom,0,0,1,0,1.91,4.8,-0.5,1.9,2.07
31/01/06,Fulham,Tottenham,1,0,0,1,2.9,2.64,0,2,1.94
31/01/06,Sunderland,Middlesbrough,0,3,0,0,2.85,2.65,0,2.02,1.9
31/01/06,Wigan,Everton,1,1,1,1,2.4,3.35,-0.25,2.09,1.9
01/02/06,Arsenal,West Ham,2,3,0,0,1.42,8.75,-1.25,1.92,2
01/02/06,Aston Villa,Chelsea,1,1,0,0,8.5,1.5,1,2.03,1.95
